ID,conc,ind,qst,X,Y
6,Conc1.JPG,21,B6,-1,-1
6,Conc1.JPG,21,B7,-1,-1
6,Conc1.JPG,22,B4,-1,-1
6,Conc1.JPG,22,B5,-1,-1
6,Conc1.JPG,22,B6,-1,-1
6,Conc1.JPG,22,B7,-1,-1
6,Conc1.JPG,23,B4,-1,-1
6,Conc1.JPG,23,B5,-1,-1
6,Conc1.JPG,23,B6,-1,-1
6,Conc1.JPG,23,B7,-1,-1
6,Conc1.JPG,24,B4,-1,-1
6,Conc1.JPG,24,B5,-1,-1
6,Conc1.JPG,24,B6,-1,-1
6,Conc1.JPG,24,B7,-1,-1
6,Conc1.JPG,25,B4,-1,-1
6,Conc1.JPG,25,B5,-1,-1
6,Conc1.JPG,25,B6,-1,-1
6,Conc1.JPG,25,B7,-1,-1
6,Conc1.JPG,26,B4,-1,-1
6,Conc1.JPG,26,B5,-1,-1
6,Conc1.JPG,26,B6,-1,-1
6,Conc1.JPG,26,B7,-1,-1
6,Conc1.JPG,27,B4,-1,-1
6,Conc1.JPG,27,B5,-1,-1
6,Conc1.JPG,27,B6,-1,-1
6,Conc1.JPG,27,B7,-1,-1
6,Conc1.JPG,28,B4,-1,-1
6,Conc1.JPG,28,B5,-1,-1
6,Conc1.JPG,28,B6,-1,-1
6,Conc1.JPG,28,B7,-1,-1
6,Conc1.JPG,29,B4,-1,-1
6,Conc1.JPG,29,B5,-1,-1
6,Conc1.JPG,29,B6,-1,-1
6,Conc1.JPG,29,B7,-1,-1
6,Conc1.JPG,30,B4,-1,-1
6,Conc1.JPG,30,B5,-1,-1
6,Conc1.JPG,30,B6,-1,-1
6,Conc1.JPG,30,B7,-1,-1
7,Conc1.JPG,1,B4,421,160
7,Conc1.JPG,1,B5,-1,-1
7,Conc1.JPG,1,B6,397,318
7,Conc1.JPG,1,B7,107,471
7,Conc1.JPG,2,B4,519,152
7,Conc1.JPG,2,B5,-1,-1
7,Conc1.JPG,2,B6,508,313
7,Conc1.JPG,2,B7,-1,-1
7,Conc1.JPG,3,B4,611,152
7,Conc1.JPG,3,B5,-1,-1
7,Conc1.JPG,3,B6,189,343
7,Conc1.JPG,3,B7,-1,-1
7,Conc1.JPG,4,B4,863,531
7,Conc1.JPG,4,B5,-1,-1
7,Conc1.JPG,4,B6,278,336
7,Conc1.JPG,4,B7,-1,-1
7,Conc1.JPG,5,B4,525,316
7,Conc1.JPG,5,B5,-1,-1
7,Conc1.JPG,5,B6,215,393
7,Conc1.JPG,5,B7,-1,-1
7,Conc1.JPG,6,B4,172,347
7,Conc1.JPG,6,B5,-1,-1
7,Conc1.JPG,6,B6,387,393
7,Conc1.JPG,6,B7,-1,-1
7,Conc1.JPG,7,B4,210,398
7,Conc1.JPG,7,B5,-1,-1
7,Conc1.JPG,7,B6,524,389
7,Conc1.JPG,7,B7,-1,-1
7,Conc1.JPG,8,B4,284,390
7,Conc1.JPG,8,B5,-1,-1
7,Conc1.JPG,8,B6,-1,-1
7,Conc1.JPG,8,B7,-1,-1
7,Conc1.JPG,9,B4,366,392
7,Conc1.JPG,9,B5,-1,-1
7,Conc1.JPG,9,B6,-1,-1
7,Conc1.JPG,9,B7,-1,-1
7,Conc1.JPG,10,B4,499,390
7,Conc1.JPG,10,B5,-1,-1
7,Conc1.JPG,10,B6,-1,-1
7,Conc1.JPG,10,B7,-1,-1
7,Conc1.JPG,11,B4,395,442
7,Conc1.JPG,11,B5,-1,-1
7,Conc1.JPG,11,B6,-1,-1
7,Conc1.JPG,11,B7,-1,-1
7,Conc1.JPG,12,B4,278,469
7,Conc1.JPG,12,B5,-1,-1
7,Conc1.JPG,12,B6,-1,-1
7,Conc1.JPG,12,B7,-1,-1
7,Conc1.JPG,13,B4,133,473
7,Conc1.JPG,13,B5,-1,-1
7,Conc1.JPG,13,B6,-1,-1
7,Conc1.JPG,13,B7,-1,-1
7,Conc1.JPG,14,B4,160,550
7,Conc1.JPG,14,B5,-1,-1
7,Conc1.JPG,14,B6,-1,-1
7,Conc1.JPG,14,B7,-1,-1
7,Conc1.JPG,15,B4,-1,-1
7,Conc1.JPG,15,B5,-1,-1
7,Conc1.JPG,15,B6,-1,-1
7,Conc1.JPG,15,B7,-1,-1
7,Conc1.JPG,16,B4,-1,-1
7,Conc1.JPG,16,B5,-1,-1
7,Conc1.JPG,16,B6,-1,-1
7,Conc1.JPG,16,B7,-1,-1
7,Conc1.JPG,17,B4,-1,-1
7,Conc1.JPG,17,B5,-1,-1
7,Conc1.JPG,17,B6,-1,-1
7,Conc1.JPG,17,B7,-1,-1
7,Conc1.JPG,18,B4,-1,-1
7,Conc1.JPG,18,B5,-1,-1
7,Conc1.JPG,18,B6,-1,-1
7,Conc1.JPG,18,B7,-1,-1
7,Conc1.JPG,19,B4,-1,-1
7,Conc1.JPG,19,B5,-1,-1
7,Conc1.JPG,19,B6,-1,-1
7,Conc1.JPG,19,B7,-1,-1
7,Conc1.JPG,20,B4,-1,-1
7,Conc1.JPG,20,B5,-1,-1
7,Conc1.JPG,20,B6,-1,-1
7,Conc1.JPG,20,B7,-1,-1
7,Conc1.JPG,21,B4,-1,-1
7,Conc1.JPG,21,B5,-1,-1
7,Conc1.JPG,21,B6,-1,-1
7,Conc1.JPG,21,B7,-1,-1
7,Conc1.JPG,22,B4,-1,-1
7,Conc1.JPG,22,B5,-1,-1
7,Conc1.JPG,22,B6,-1,-1
7,Conc1.JPG,22,B7,-1,-1
7,Conc1.JPG,23,B4,-1,-1
7,Conc1.JPG,23,B5,-1,-1
7,Conc1.JPG,23,B6,-1,-1
7,Conc1.JPG,23,B7,-1,-1
7,Conc1.JPG,24,B4,-1,-1
7,Conc1.JPG,24,B5,-1,-1
7,Conc1.JPG,24,B6,-1,-1
7,Conc1.JPG,24,B7,-1,-1
7,Conc1.JPG,25,B4,-1,-1
7,Conc1.JPG,25,B5,-1,-1
7,Conc1.JPG,25,B6,-1,-1
7,Conc1.JPG,25,B7,-1,-1
7,Conc1.JPG,26,B4,-1,-1
7,Conc1.JPG,26,B5,-1,-1
7,Conc1.JPG,26,B6,-1,-1
7,Conc1.JPG,26,B7,-1,-1
7,Conc1.JPG,27,B4,-1,-1
7,Conc1.JPG,27,B5,-1,-1
7,Conc1.JPG,27,B6,-1,-1
7,Conc1.JPG,27,B7,-1,-1
7,Conc1.JPG,28,B4,-1,-1
7,Conc1.JPG,28,B5,-1,-1
7,Conc1.JPG,28,B6,-1,-1
7,Conc1.JPG,28,B7,-1,-1
7,Conc1.JPG,29,B4,-1,-1
7,Conc1.JPG,29,B5,-1,-1
7,Conc1.JPG,29,B6,-1,-1
7,Conc1.JPG,29,B7,-1,-1
7,Conc1.JPG,30,B4,-1,-1
7,Conc1.JPG,30,B5,-1,-1
7,Conc1.JPG,30,B6,-1,-1
7,Conc1.JPG,30,B7,-1,-1
8,Conc1.JPG,1,B4,821,361
8,Conc1.JPG,1,B5,141,476
8,Conc1.JPG,1,B6,442,145
8,Conc1.JPG,1,B7,425,155
8,Conc1.JPG,2,B4,867,513
8,Conc1.JPG,2,B5,-1,-1
8,Conc1.JPG,2,B6,529,162
8,Conc1.JPG,2,B7,511,157
8,Conc1.JPG,3,B4,177,211
8,Conc1.JPG,3,B5,-1,-1
8,Conc1.JPG,3,B6,629,164
8,Conc1.JPG,3,B7,1136,209
8,Conc1.JPG,4,B4,421,217
8,Conc1.JPG,4,B5,-1,-1
8,Conc1.JPG,4,B6,571,318
8,Conc1.JPG,4,B7,1064,450
8,Conc1.JPG,5,B4,491,221
8,Conc1.JPG,5,B5,-1,-1
8,Conc1.JPG,5,B6,244,396
8,Conc1.JPG,5,B7,1242,505
8,Conc1.JPG,6,B4,1073,260
8,Conc1.JPG,6,B5,-1,-1
8,Conc1.JPG,6,B6,286,402
8,Conc1.JPG,6,B7,991,579
8,Conc1.JPG,7,B4,1057,390
8,Conc1.JPG,7,B5,-1,-1
8,Conc1.JPG,7,B6,388,400
8,Conc1.JPG,7,B7,342,550
8,Conc1.JPG,8,B4,-1,-1
8,Conc1.JPG,8,B5,-1,-1
8,Conc1.JPG,8,B6,516,396
8,Conc1.JPG,8,B7,410,548
8,Conc1.JPG,9,B4,-1,-1
8,Conc1.JPG,9,B5,-1,-1
8,Conc1.JPG,9,B6,-1,-1
8,Conc1.JPG,9,B7,449,548
8,Conc1.JPG,10,B4,-1,-1
8,Conc1.JPG,10,B5,-1,-1
8,Conc1.JPG,10,B6,-1,-1
8,Conc1.JPG,10,B7,546,544
8,Conc1.JPG,11,B4,-1,-1
8,Conc1.JPG,11,B5,-1,-1
8,Conc1.JPG,11,B6,-1,-1
8,Conc1.JPG,11,B7,-1,-1
8,Conc1.JPG,12,B4,-1,-1
8,Conc1.JPG,12,B5,-1,-1
8,Conc1.JPG,12,B6,-1,-1
8,Conc1.JPG,12,B7,-1,-1
8,Conc1.JPG,13,B4,-1,-1
8,Conc1.JPG,13,B5,-1,-1
8,Conc1.JPG,13,B6,-1,-1
8,Conc1.JPG,13,B7,-1,-1
8,Conc1.JPG,14,B4,-1,-1
8,Conc1.JPG,14,B5,-1,-1
8,Conc1.JPG,14,B6,-1,-1
8,Conc1.JPG,14,B7,-1,-1
8,Conc1.JPG,15,B4,-1,-1
8,Conc1.JPG,15,B5,-1,-1
8,Conc1.JPG,15,B6,-1,-1
8,Conc1.JPG,15,B7,-1,-1
8,Conc1.JPG,16,B4,-1,-1
8,Conc1.JPG,16,B5,-1,-1
8,Conc1.JPG,16,B6,-1,-1
8,Conc1.JPG,16,B7,-1,-1
8,Conc1.JPG,17,B4,-1,-1
8,Conc1.JPG,17,B5,-1,-1
8,Conc1.JPG,17,B6,-1,-1
8,Conc1.JPG,17,B7,-1,-1
8,Conc1.JPG,18,B4,-1,-1
8,Conc1.JPG,18,B5,-1,-1
8,Conc1.JPG,18,B6,-1,-1
8,Conc1.JPG,18,B7,-1,-1
8,Conc1.JPG,19,B4,-1,-1
8,Conc1.JPG,19,B5,-1,-1
8,Conc1.JPG,19,B6,-1,-1
8,Conc1.JPG,19,B7,-1,-1
8,Conc1.JPG,20,B4,-1,-1
8,Conc1.JPG,20,B5,-1,-1
8,Conc1.JPG,20,B6,-1,-1
8,Conc1.JPG,20,B7,-1,-1
8,Conc1.JPG,21,B4,-1,-1
8,Conc1.JPG,21,B5,-1,-1
8,Conc1.JPG,21,B6,-1,-1
8,Conc1.JPG,21,B7,-1,-1
8,Conc1.JPG,22,B4,-1,-1
8,Conc1.JPG,22,B5,-1,-1
8,Conc1.JPG,22,B6,-1,-1
8,Conc1.JPG,22,B7,-1,-1
8,Conc1.JPG,23,B4,-1,-1
8,Conc1.JPG,23,B5,-1,-1
8,Conc1.JPG,23,B6,-1,-1
8,Conc1.JPG,23,B7,-1,-1
8,Conc1.JPG,24,B4,-1,-1
8,Conc1.JPG,24,B5,-1,-1
8,Conc1.JPG,24,B6,-1,-1
8,Conc1.JPG,24,B7,-1,-1
8,Conc1.JPG,25,B4,-1,-1
8,Conc1.JPG,25,B5,-1,-1
8,Conc1.JPG,25,B6,-1,-1
8,Conc1.JPG,25,B7,-1,-1
8,Conc1.JPG,26,B4,-1,-1
8,Conc1.JPG,26,B5,-1,-1
8,Conc1.JPG,26,B6,-1,-1
8,Conc1.JPG,26,B7,-1,-1
8,Conc1.JPG,27,B4,-1,-1
8,Conc1.JPG,27,B5,-1,-1
8,Conc1.JPG,27,B6,-1,-1
8,Conc1.JPG,27,B7,-1,-1
8,Conc1.JPG,28,B4,-1,-1
8,Conc1.JPG,28,B5,-1,-1
8,Conc1.JPG,28,B6,-1,-1
8,Conc1.JPG,28,B7,-1,-1
8,Conc1.JPG,29,B4,-1,-1
8,Conc1.JPG,29,B5,-1,-1
8,Conc1.JPG,29,B6,-1,-1
8,Conc1.JPG,29,B7,-1,-1
8,Conc1.JPG,30,B4,-1,-1
8,Conc1.JPG,30,B5,-1,-1
8,Conc1.JPG,30,B6,-1,-1
8,Conc1.JPG,30,B7,-1,-1
9,Conc1.JPG,1,B4,381,315
9,Conc1.JPG,1,B5,192,392
9,Conc1.JPG,1,B6,311,470
9,Conc1.JPG,1,B7,-1,-1
9,Conc1.JPG,2,B4,511,317
9,Conc1.JPG,2,B5,365,392
9,Conc1.JPG,2,B6,205,314
9,Conc1.JPG,2,B7,-1,-1
9,Conc1.JPG,3,B4,447,368
9,Conc1.JPG,3,B5,-1,-1
9,Conc1.JPG,3,B6,102,341
9,Conc1.JPG,3,B7,-1,-1
9,Conc1.JPG,4,B4,172,546
9,Conc1.JPG,4,B5,-1,-1
9,Conc1.JPG,4,B6,439,365
9,Conc1.JPG,4,B7,-1,-1
9,Conc1.JPG,5,B4,261,551
9,Conc1.JPG,5,B5,-1,-1
9,Conc1.JPG,5,B6,-1,-1
9,Conc1.JPG,5,B7,-1,-1
9,Conc1.JPG,6,B4,-1,-1
9,Conc1.JPG,6,B5,-1,-1
9,Conc1.JPG,6,B6,-1,-1
9,Conc1.JPG,6,B7,-1,-1
9,Conc1.JPG,7,B4,-1,-1
9,Conc1.JPG,7,B5,-1,-1
9,Conc1.JPG,7,B6,-1,-1
9,Conc1.JPG,7,B7,-1,-1
9,Conc1.JPG,8,B4,-1,-1
9,Conc1.JPG,8,B5,-1,-1
9,Conc1.JPG,8,B6,-1,-1
9,Conc1.JPG,8,B7,-1,-1
9,Conc1.JPG,9,B4,-1,-1
9,Conc1.JPG,9,B5,-1,-1
9,Conc1.JPG,9,B6,-1,-1
9,Conc1.JPG,9,B7,-1,-1
9,Conc1.JPG,10,B4,-1,-1
9,Conc1.JPG,10,B5,-1,-1
9,Conc1.JPG,10,B6,-1,-1
9,Conc1.JPG,10,B7,-1,-1
9,Conc1.JPG,11,B4,-1,-1
9,Conc1.JPG,11,B5,-1,-1
9,Conc1.JPG,11,B6,-1,-1
9,Conc1.JPG,11,B7,-1,-1
9,Conc1.JPG,12,B4,-1,-1
9,Conc1.JPG,12,B5,-1,-1
